ID,Name,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
0x675e,Amenab,43_,70078.82,5727.901667,7,6,13,2,"Payday Loan, and Debt Consolidation Loan",10,13,1.25,4,Standard,1169.99,38.79430847,24 Years and 0 Months,NM,71.66882169,235.777402,High_spent_Medium_value_payments,515.343943
0x676a,Schnurra,26_,62214.36_,4997.53,9,7,19,9,"Credit-Builder Loan, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",56,14,0.05,11,Bad,2892.91,26.83989068,14 Years and 6 Months,NM,339.9715818,,!@9#%8,202.4929263
0x6776,illy Cheungd,36,67412.2,5911.683333,6,5,7,2,"Credit-Builder Loan, and Home Equity Loan",23,14,17.7,9,Standard,858.85,20.83922638,28 Years and 10 Months,Yes,106.5929342,,Low_spent_Small_value_payments,23.54353101
0x6782,Angelam,36,107289.36,,6,4,7,3,"Mortgage Loan, Personal Loan, and Mortgage Loan",9,9,7.77,1621,Standard,815.62,39.72809387,23 Years and 5 Months,No,207.7777289,407.5468434,High_spent_Small_value_payments,547.8534278
0x678e,Juliend,27,14406.71,1236.559167,6,7,32,7,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Student Loan",62,21,1.61,14,Bad,1286.9,38.95197209,17 Years and 7 Months,Yes,53.55003158,__10000__,Low_spent_Small_value_payments,205.6432147
0x679a,Martinx,27,18743.075,,2,7,4,4,"Home Equity Loan, Not Specified, Not Specified, and Personal Loan",11,12,9.46,5,Good,183.15,32.34077662,22 Years and 10 Months,No,57.80181333,110.8836676,Low_spent_Small_value_payments,254.4068108
0x67a6,Lynchu,29,10401.21,657.7675,9,10,22,2,"Auto Loan, and Debt Consolidation Loan",49,16,0.71,15,Bad,2106.7,24.59393092,8 Years and 0 Months,Yes,14.67929123,66.64574016,Low_spent_Small_value_payments,274.4517186
0x67b2,Clara Ferreira-Marquesy,37,90160.11,7412.3425,5,3,20,4,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, and Not Specified",22,13,3.87,2,Standard,1174.21,27.46733602,24 Years and 10 Months,Yes,238.8958478,689.179752,Low_spent_Small_value_payments,103.1586502
0x67be,Laurence Fletcherh,39,84355.98,7304.665,4,4,9,-100,Student Loan,-2,3,2.07,8,Good,641.33,31.56299123,19 Years and 5 Months,No,46.35026905,131.1433482,High_spent_Large_value_payments,792.9728827
0x67cb,Mutikanir,17,10389.575,567.7979167,9,10,26,5,"Payday Loan, Not Specified, Personal Loan, Home Equity Loan, and Personal Loan",39,16,26.22,15,Bad,3848.3,28.94473608,14 Years and 4 Months,Yes,33.49243443,48.00776197,Low_spent_Medium_value_payments,255.2795953
0x67d6,Palmera,41,41600.34,3507.695,7,3,17,6_,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",27,12,11.32,11,Standard,2600.88,39.29355647,20 Years and 5 Months,Yes,137.6423097,162.1875275,Low_spent_Medium_value_payments,330.9396629
0x67e2,Alistair Barrb,24,14114.89,,8,5,5,5,"Personal Loan, Payday Loan, Debt Consolidation Loan, Student Loan, and Payday Loan",18,14,18.37,11,_,1453.95,37.39323024,11 Years and 1 Months,Yes,53.14898591,110.2050247,Low_spent_Small_value_payments,242.1700727
0x67ee,Leee,33,74192.07,6200.6725,4,4,18,3,"Credit-Builder Loan, Student Loan, and Mortgage Loan",10,19,11.59,5,Standard,1200.73,34.75489364,22 Years and 5 Months,Yes,101.0662155,170.0777867,High_spent_Medium_value_payments,598.9232477
0x67fa,LaCapraf,46,85862.6,7080.216667,3,7,13,0,,11,15,7.58,4,Standard,1201.93,38.04620367,17 Years and 3 Months,Yes,0,920.4113632,Low_spent_Small_value_payments,77.61030343
0x6806,Lynnley Browningh,35,19213.83,1750.1525,9,10,20,8,"Debt Consolidation Loan, Mortgage Loan, Student Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",36,26,18.67,10,Bad,4992.25,38.39542845,1 Years and 0 Months,Yes,105.2672766,__10000__,High_spent_Large_value_payments,274.8930628
0x6812,Yoko Kubotag,28,18733.04,1456.086667,10,8,22,9,"Not Specified, Personal Loan, Student Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Student Loan, and Debt Consolidation Loan",35,22,21.12,13,Bad,3801.94,33.7244492,3 Years and 5 Months,Yes,135.9232479,82.58948015,High_spent_Small_value_payments,187.0959386
0x681e,Wahbaw,29,95295.57_,7943.2975,6,6,3,0,,11,20,16.14,1,Good,406.93,29.80382121,24 Years and 11 Months,NM,0,224.9145046,High_spent_Medium_value_payments,819.4152454
0x682a,"ODonnell""s",36,19055.25,,8,7,14,1,Credit-Builder Loan,19,17_,8.63,5,Standard,61.58,39.01150831,22 Years and 4 Months,Yes,15.43022105,31.62912626,High_spent_Medium_value_payments,390.5344027
0x6836,Weirm,-500,18378.81,1797.5675,6,3,34,7,"Personal Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Auto Loan, Student Loan, and Payday Loan",15,9,10.04,8,Standard,1834.98,32.32335081,13 Years and 1 Months,Yes,92.85896939,40.74821396,High_spent_Large_value_payments,286.1495667
0x6842,Hellera,39,20027.03_,1889.919167,4,6,6,5,"Auto Loan, Not Specified, Payday Loan, Credit-Builder Loan, and Student Loan",11,17,14.72,5,Standard,1183.81,39.49153591,8 Years and 3 Months,Yes,79.26223804,19.25409988,High_spent_Large_value_payments,330.4755787
0x685a,Catherine Hornbys,22,50340.14,4284.011667,7,4,15,1,Student Loan,27,18,11.25,7,Standard,464.51,38.74628415,NA,No,33.18739404,76.76675192,!@9#%8,558.4470207
0x6866,Patrick Temple-Westt,45,16060.675,1422.375479,6,7,7,3_,"Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",18,15,9.79,8,Standard,57.82,27.21722992,18 Years and 1 Months,Yes,196.5650774,182.3630523,Low_spent_Small_value_payments,230.4249326
0x6872,Dolanl,38,106418.67,8961.2225,3,6,15,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",17,16,25.31,12,Standard,848.03,35.30407162,5 Years and 9 Months,NM,239.2457498,132.4999777,!@9#%8,764.3765225
0x687e,Sarahh,41,17680.78,1663.398333,10,5,17,6,"Student Loan, Personal Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",23,7,16.02,,Standard,2253.32,37.13581033,9 Years and 3 Months,Yes,75.38738428,154.6180532,Low_spent_Small_value_payments,226.3343959
0x688a,Tetsushih,55,58885.7,4656.141667,1,6,2,3,"Debt Consolidation Loan, Home Equity Loan, and Student Loan",5,11,0.9,0,Good,415.3,27.09480485,24 Years and 4 Months,No,105.7550795,546.306656,Low_spent_Small_value_payments,103.5524312
0x6896,Ritsuko Andon,23_,44178.15,3446.5125,4,3,6,4,"Not Specified, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",0,,6.08,4,Good,300.68,25.59259109,18 Years and 1 Months,No,123.549902,338.3369559,Low_spent_Small_value_payments,172.7643921
0x68a2,Cheungy,6248,29216.96,2411.746667,8,9,22,7,"Personal Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",58,22,_,17,Bad,4010.91,30.94844458,7 Years and 5 Months,Yes,92.14302803,250.1989422,Low_spent_Small_value_payments,188.8326965
0x68ae,Tim Reids,54,17931.375,1633.28125,6,6,16,3,"Auto Loan, Not Specified, and Mortgage Loan",19,8,8.3,3,Standard,51.82,30.43520977,17 Years and 0 Months,NM,43.58458276,72.07178436,High_spent_Small_value_payments,307.6717579
0x68ba,Mariad,36,7681.49,855.1241667,9,6,28,6,"Student Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",18,24,27.56,9,Bad,2678.79,29.03284497,14 Years and 1 Months,Yes,31.61640814,20.70627121,Low_spent_Large_value_payments,303.1897373
0x68c6,Nick Brownr,29,68309.04,5422.231059,10,7,18,5,"Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, and Auto Loan",51,22,17.11,14,_,4249.96,36.21857737,12 Years and 3 Months,Yes,782.099839,74.3353811,!@9#%8,484.7957206
0x68d2,Raymondw,17_,17910.36,,5,7,15,6,"Credit-Builder Loan, Personal Loan, Not Specified, Not Specified, Student Loan, and Not Specified",21,8,9.13,10,Standard,2577.05,24.41645624,10 Years and 3 Months,Yes,59.67444743,109.5146777,Low_spent_Small_value_payments,272.9638749
0x68de,ent,46,20645.48,1631.456667,8,7,2,0,,15,13,4.67,3,_,251.95,34.71115894,19 Years and 7 Months,No,0,18.39516705,High_spent_Medium_value_payments,394.7504996
0x68ea,Ashley Laud,33,89162.3_,7145.191667,0,3,4,3,"Payday Loan, Debt Consolidation Loan, and Not Specified",14,3,4.6,4,Good,1280.41,31.86591069,NA,No,114.8486754,234.1551997,Low_spent_Medium_value_payments,645.5152916
0x68f6,Yokoq,44,14293.43,1465.119167,7,7,18,7,"Payday Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Not Specified",12,,9.55,13,_,2352.93,25.22858129,6 Years and 5 Months,Yes,73.81017142,147.120192,Low_spent_Small_value_payments,215.5815532
0x690e,Baertleinh,24,43335.48,3670.29,7,5,1826,6,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Payday Loan",48,16,15.83,12,Standard,1264.71,27.92825743,19 Years and 3 Months,NM,133.6886868,150.0681917,Low_spent_Small_value_payments,373.2721215
0x691a,Jan Strupczewskiq,19,14171.23,,8,10,20,2_,"Student Loan, and Auto Loan",20,19,18.27,17,Standard,2406.66,34.92090828,8 Years and 3 Months,Yes,4861,42.38408418,Low_spent_Large_value_payments,314.8303694
0x6926,Nia Williamsb,27,20134.87_,1501.905833,6,455,6,2,"Credit-Builder Loan, and Not Specified",23,13,12.8,10,Standard,126.83,40.98382439,31 Years and 6 Months,Yes,26.03636451,36.13180625,High_spent_Small_value_payments,348.0224126
0x6932,Tarao,14,28312.79,,3,3,5,3_,"Auto Loan, Not Specified, and Mortgage Loan",29,6,16.57,6,Standard,365.77,30.79786706,9 Years and 11 Months,Yes,50.67735738,75.10135943,High_spent_Small_value_payments,390.8611999
0x693e,"""Johnd",28,51377.88,,6,1052,19,4,"Home Equity Loan, Personal Loan, Mortgage Loan, and Credit-Builder Loan",19,19,6.81,7,Standard,372.54,33.96884109,20 Years and 0 Months,Yes,108.1027443,204.230262,High_spent_Small_value_payments,388.3159938
0x694c,Risab,30,7084.365,710.36375,6,6,27,7,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",23,17,18.3,8,Standard,1293.67,39.13486388,NA,Yes,26.75812422,71.69046215,Low_spent_Small_value_payments,262.5877886
0x6956,Aileen Wangk,46_,42237.36,3725.78,5,7,4,4,"Home Equity Loan, Personal Loan, Personal Loan, and Mortgage Loan",8,8,6,3,Good,1170.65,34.58370537,26 Years and 0 Months,No,98.45588688,258.4414402,High_spent_Small_value_payments,275.680673
0x6962,Hepherh,32,147996.72,,2,4,6,3,"Not Specified, Personal Loan, and Mortgage Loan",5,9,2.19,2,_,248.16,36.80917427,23 Years and 11 Months,No,197.1329512,288.2984948,High_spent_Large_value_payments,994.074554
0x696e,Charlieu,39,35006.38,,7,7,33,3,"Home Equity Loan, Student Loan, and Payday Loan",50,17,8.57,11,Bad,2680.07,34.20837414,13 Years and 7 Months,Yes,86.71138464,54.60063779,High_spent_Medium_value_payments,419.0078109
0x697a,Emmam,53,28784.53,2547.710833,6,6,11,2,"Home Equity Loan, and Debt Consolidation Loan",20,9,10.77,2,_,664.2,39.2493258,29 Years and 0 Months,No,34.16328923,123.3211893,Low_spent_Medium_value_payments,377.2866048
0x6986,Samb,41,85059.6,,4,3,17,5,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",5,13,13.62,13,Standard,353.75,30.15698632,18 Years and 1 Months,Yes,207.993083,859.2146614,Low_spent_Small_value_payments,
0x6992,Malathi Nayaks,33,80143.74,6438.645,6,5,17,3,"Auto Loan, Debt Consolidation Loan, and Payday Loan",31,18,6.52,3,Standard,1129.59,27.61635761,31 Years and 9 Months,No,116.2906662,69.48921301,High_spent_Large_value_payments,698.0846208
0x699e,Martony,29,142815.12,11940.26,1,2,12,-100,"Auto Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan",5,13,5.84,1,Good,651.92,27.70748521,18 Years and 6 Months,No,297.5821171,362.8972019,High_spent_Medium_value_payments,783.546681
0x69aa,Rodrigot,53,49822,4116.833333,7,4,5,0,,18,18,2.66,2,Good,1103.08,30.90823893,31 Years and 3 Months,No,0,271.9041783,Low_spent_Large_value_payments,409.779155
0x69b8,aranio,47,35171.34,2865.945,1,3,3,0,,17,,0.75,5,Good,754.93,31.55673692,NA,NM,0,173.9099421,Low_spent_Small_value_payments,402.6845579
0x69c2,Deepa Babingtone,32,38698.64,3335.886667,7,6,16,7,"Mortgage Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",35,17,3.18,10,Bad,1371.12,24.85400864,10 Years and 0 Months,Yes,60953,103.9407939,High_spent_Medium_value_payments,350.8411128
0x69ce,Patricku,33_,58792.74,4876.395,1,4,1,0,,10,12,2.82,2,_,57.78,28.41671363,18 Years and 7 Months,No,0,116.6591202,High_spent_Medium_value_payments,620.9803798
0x69da,Ermanv,41,23437.79,,8,4,20,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",25,12,11.31,6,Standard,589.94,39.73837173,29 Years and 1 Months,Yes,47.87333656,59.26776796,High_spent_Medium_value_payments,313.9738121
0x69e6,Oreskovicx,32,83311.6_,,10,342,27,8,"Student Loan, Home Equity Loan, Personal Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, Auto Loan, and Personal Loan",43,19,21.63,8,Bad,3729.42,29.31082462,13 Years and 10 Months,Yes,474.5823662,63.73912983,High_spent_Large_value_payments,409.8418373
0x69f2,Deepa Seetharamanm,25,59656.96,4706.413333,7,3,6,4,"Mortgage Loan, Mortgage Loan, Student Loan, and Student Loan",7,14,10.79,12,Standard,550.32,36.66427508,15 Years and 0 Months,Yes,196.9634156,488.2308433,Low_spent_Small_value_payments,75.44707443
0x69fe,Christopherh,34,135596.28,11343.69,4,3,12,1,Home Equity Loan,17,14,3.85,3,Standard,298.74,41.5717717,16 Years and 6 Months,No,111.1157137,322.4375224,Low_spent_Large_value_payments,970.8157639
0x6a0c,Alwyn Scottm,35,172891.36,14156.61333,3,7,1,3,"Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",3,1,5.93,6,Good,922.15,36.12025528,27 Years and 8 Months,No,272.8122258,961.2616639,Low_spent_Small_value_payments,471.5874435
0x6a16,Paul Carrell,47,16319.375,1518.947917,7,3,1,2,"Payday Loan, and Payday Loan",16,13,7.67,9,Standard,1275.32,31.60002708,23 Years and 10 Months,No,16.29112882,129.6671279,Low_spent_Small_value_payments,295.936535
0x6a22,Pattanaikg,6966,58961.86,4900.488333,2,3,8,0,,9,6,7.06,3,Good,75.14,27.40992048,33 Years and 4 Months,NM,0,310.3250836,Low_spent_Small_value_payments,469.7237497
0x6a2e,Hirschlers,41,21384.94,1646.078333,4,4,15,2,"Credit-Builder Loan, and Debt Consolidation Loan",22,15,14.37,9,Standard,691.53,34.03343877,27 Years and 1 Months,Yes,22.095625,159.8033012,Low_spent_Small_value_payments,272.7089071
0x6a3a,Dhanya Skariachanp,24,30128.6,2716.716667,8,10,24,5_,"Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",48,15,15.65,14,_,2486.16,33.19147126,12 Years and 7 Months,Yes,93.99019329,77.2388003,High_spent_Medium_value_payments,350.4426731
0x6a46,Vidyal,44,102626.97,8733.2475,1,4,2,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",2,6,7.78,4,Good,1179.1,39.82208277,31 Years and 4 Months,No,223.4082007,431.3505799,Low_spent_Small_value_payments,508.5659694
0x6a52,Mutikanie,26,59458.29,4692.8575,8,5,13,1,Personal Loan,27,20,6.62,,_,1114.52,36.94524149,19 Years and 7 Months,Yes,26.33303664,472.7814143,Low_spent_Medium_value_payments,250.171299
0x6a5f,Nadiaz,21,13506.895,1369.574583,3,5,12,0,,26,8,10.97,8,_,945.04,35.82986488,7 Years and 2 Months,Yes,0,120.9634585,Low_spent_Large_value_payments,285.9939999
0x6a6b,Richa Naiduh,53,22246.44,1721.87,4,6,20,-100,"Credit-Builder Loan, and Home Equity Loan",25,15,11.04,3,Standard,8.2,33.32444204,22 Years and 8 Months,No,28.44605489,41.042341,High_spent_Large_value_payments,342.6986041
0x6a76,Christiaan Hetznern,536,20062.49,1908.874167,10,5,18,7,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, and Auto Loan",45,28,_,11,Bad,3212.49,38.62508049,12 Years and 3 Months,Yes,67.00738512,141.6890589,Low_spent_Small_value_payments,272.1909727
0x6a82,Peter Hendersonr,48,140731.72,,8,6,11,3,"Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",34,18,8.25,3,Standard,125.46,37.39321056,21 Years and 7 Months,Yes,1642.825388,560.6607131,High_spent_Small_value_payments,688.5722469
0x6a8e,Klaymang,44,32632.16,2789.346667,6,9,25,2,"Student Loan, and Student Loan",38,25,7.68,7,_,1309.09,35.76339793,15 Years and 6 Months,NM,35.19164481,101.2456004,High_spent_Medium_value_payments,392.4974214
0x6a9b,Jennifer Sabae,17,50104.05_,4323.3375,4,5,34,2,"Mortgage Loan, and Student Loan",30,15,12.59,10,Standard,1637.92,36.1487743,19 Years and 8 Months,Yes,55.00995927,408.6623722,Low_spent_Small_value_payments,258.6614185
0x6aa6,ernief,26,9045.635,948.8029167,7,7,19,7,"Student Loan, Payday Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",48,16,16.53,12,Bad,3098.74,38.95467254,12 Years and 1 Months,Yes,28.21245927,127.3098308,Low_spent_Small_value_payments,229.3580016
0x6abe,Mattt,48,33683.38_,,8,6,9,4_,"Student Loan, Auto Loan, Payday Loan, and Home Equity Loan",19,22,3.32,3,Good,622.08,30.087345,33 Years and 5 Months,No,78.36689176,161.1255209,!@9#%8,285.8024207
0x6aca,Schnurrp,49,130130.8,10771.23333,8,6,16,1,Home Equity Loan,21,21,7.34,0,_,473.56_,30.5756756,26 Years and 6 Months,No,102.966321,744.7242538,Low_spent_Medium_value_payments,509.4327586
0x6ad6,ill Rigbyk,21,9921.775,753.8145833,7,9,26,-100,"Student Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",53,21,9.56,16,_,4703.9,30.55997929,13 Years and 1 Months,Yes,56.504565,18.81054145,High_spent_Medium_value_payments,250.0663519
0x6ae3,Scott Maloned,22,9446.245,995.1870833,6,7,9,7,"Mortgage Loan, Auto Loan, Student Loan, Student Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",23,15,_,8,Standard,1689.51,27.5130023,19 Years and 8 Months,Yes,38.22067168,33.45990024,Low_spent_Medium_value_payments,307.8381364
0x6aee,Chris Reesec,30,19599.81,1716.3175,6,7,31,5,"Auto Loan, Mortgage Loan, Personal Loan, Auto Loan, and Payday Loan",20,19,17.42,9,Standard,1825.52,30.76410241,NA,Yes,53.3765327,119.3259234,Low_spent_Medium_value_payments,278.9292939
0x6afa,Massimilianox,28,17417.6,1534.466667,9,10,25,9,"Payday Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Student Loan",30,22,26.92,14,Bad,4837.96,39.28352966,6 Years and 5 Months,Yes,69.93684385,60.73341393,Low_spent_Medium_value_payments,302.7764089
0x6b06,Stevev,26,24098.63,2087.594393,5,3,16,4,"Auto Loan, Auto Loan, Auto Loan, and Home Equity Loan",31,8,10.87,0,Standard,560.58,30.01082131,22 Years and 5 Months,No,285.063804,40.59027532,!@9#%8,353.6926108
0x6b12,Leaht,25_,27372.59,2564.049167,8,7,4561,0,,14,14,13.06,1,Standard,1131.86,40.42347482,22 Years and 3 Months,Yes,0,237.0703155,Low_spent_Small_value_payments,309.3346012
0x6b1e,Tarmom,43,17393.16,,7,8,23,7,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",19,23,0.83,8,Bad,1396.22,38.81112043,15 Years and 10 Months,Yes,101.087957,44.13605506,Low_spent_Small_value_payments,267.8189879
0x6b2a,Wachteli,36,89722.4,7646.866667,2,5,5,2,"Student Loan, and Student Loan",2,7,2.47,7,Good,1071.85,31.90375484,16 Years and 10 Months,No,101.9423381,180.8400958,!@9#%8,731.9042328
0x6b36,Piersonq,49,86186.37_,7438.1975,7,3,10,3,"Student Loan, Auto Loan, and Mortgage Loan",28,,11.39,4,Standard,524.53,36.43647829,15 Years and 10 Months,Yes,192.3961991,86.00480462,High_spent_Large_value_payments,705.4187463
0x6b4e,Andreah,23,102383.19,8539.9325,6,5,17,4,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",29,16,9.49,10,_,1407.61,37.32341714,24 Years and 9 Months,Yes,180.0991846,475.1762467,Low_spent_Large_value_payments,468.7178187
0x6b5a,Andreas Cremerj,43,36366.68,2987.556667,5,4,13,2,"Student Loan, and Personal Loan",16,16,13.17,5,Standard,484.73,29.63043839,32 Years and 7 Months,NM,52.17659091,276.6176459,Low_spent_Small_value_payments,259.9614299
0x6b66,Carewn,33,28452.8,,10,8,21,5,"Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",59,20,8.18,14,Bad,1909.79,40.61433405,18 Years and 7 Months,Yes,106.5841424,141.4815938,Low_spent_Small_value_payments,268.6409305
0x6b72,Leika Kiharaf,17,19040.44,1865.703333,6,5,5,-100,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Student Loan",16,5,9.05,7,Standard,2492.06,38.14499784,8 Years and 9 Months,Yes,82.14254011,127.225174,High_spent_Small_value_payments,237.2026193
0x6b7e,Mattl,38,47291.79,,10,6,28,8,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",41,4136,27.27,8,Bad,3148.34,28.58056465,13 Years and 3 Months,NM,196.8880458,,High_spent_Medium_value_payments,325.6444039
0x6b8a,Tajitsut,36,15377.55,1208.4625,3,4,5,3,"Mortgage Loan, Not Specified, and Auto Loan",2,10,0.51,8,Good,678.99,33.0532527,28 Years and 4 Months,NM,28.98979809,74.5965328,Low_spent_Medium_value_payments,297.2599191
0x6ba2,ra Alperq,45,8053.37_,656.1141667,5,4,6,5,"Student Loan, Personal Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",14,17,12.1,7,_,886.98,22.13637552,11 Years and 5 Months,Yes,18.9491168,24.76527771,Low_spent_Small_value_payments,311.8970222
0x6bae,LaCapraw,40,16724.455_,1408.704583,4,4,11,-100,,14,5,10.98,1,Good,139.33,23.14845373,32 Years and 10 Months,No,0,75.46155874,Low_spent_Medium_value_payments,345.4088996
0x6bba,Schnurrc,21,20417.43,1807.4525,4,1,10,2,"Credit-Builder Loan, and Personal Loan",10,10,9.51,,Good,312.66,31.47528459,21 Years and 10 Months,No,23.97871209,99.24047022,Low_spent_Large_value_payments,327.5260677
0x6bc6,Michelle Sierrag,30,16598.74,,7,6,31,5_,"Mortgage Loan, Home Equity Loan, Student Loan, Auto Loan, and Personal Loan",9,10,7.8,13,Standard,1689.33,31.13591012,7 Years and 9 Months,Yes,35.21707893,137.0563727,Low_spent_Small_value_payments,255.8493817
0x6bde,Deepap,35,87671.6,7202.966667,7,3,12,4,"Student Loan, Payday Loan, Home Equity Loan, and Student Loan",8,16_,17.14,12,_,1375.37,27.80038346,14 Years and 6 Months,Yes,195.7751096,156.3566931,High_spent_Large_value_payments,608.1648639
0x6bea,Malonex,25,21339.42,2038.285,7,7,20,0,,5,20,10.48,5,Standard,570.25,38.11146469,33 Years and 5 Months,Yes,0,78.36911495,High_spent_Medium_value_payments,375.459385
0x6bf6,Julien Toyerq,22_,58053.27,4795.7725,6,8,28,7,"Mortgage Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Auto Loan",19,20,34.49,13,Bad,3771.12,35.80941276,6 Years and 7 Months,Yes,238.0575301,126.3763164,High_spent_Medium_value_payments,365.1434035
0x6c02,Basesw,44,31356.66_,2736.055,10,9,25,7,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Home Equity Loan, Not Specified, and Personal Loan",29,22,17.37,6,Bad,3244.97,34.39248014,4 Years and 7 Months,Yes,120.8178655,,Low_spent_Medium_value_payments,228.4036595
0x6c0e,Kumarw,42,18157.03,1813.085833,5,5,20,4,"Not Specified, Not Specified, Personal Loan, and Student Loan",9,13,4.2,0,Standard,762.58,25.48307865,26 Years and 6 Months,No,33.43054924,59.8202635,High_spent_Medium_value_payments,338.0577706
0x6c1a,Marc Jonest,39,29220.83,2624.069167,2,2,12,4,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Auto Loan",8,7,-5.4,7,Good,1051.51,33.76185686,NA,No,84.69565055,92.67397622,High_spent_Medium_value_payments,335.0372899
0x6c26,Silvia Aloisiz,35,16173.51,1581.7925,8,6,17,2,"Student Loan, and Mortgage Loan",16,18,17.59,10,Standard,751.55,37.29514142,6 Years and 4 Months,Yes,17.76133292,105.5843522,Low_spent_Small_value_payments,324.8335649
0x6c3f,Sinead Cruisej,46,54622.5,,8,9,23,7,"Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, and Mortgage Loan",19,19,18.92,17,Bad,3445.84,40.51875043,6 Years and 11 Months,Yes,217.3161533,,Low_spent_Medium_value_payments,304.0274567
0x6c4a,ernard Vaughanx,26,30377.05,,6,5,10,1,Credit-Builder Loan,31,15,7.34,5,_,1435.2,35.6786549,29 Years and 11 Months,No,275.6667511,,High_spent_Large_value_payments,465.2132811
0x6c56,Rick Rothackerm,52_,29060.32,2235.693333,8,5,9,4,"Mortgage Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",11,15,6.2,5,_,865.12,36.61904043,20 Years and 0 Months,No,64.49226323,__10000__,Low_spent_Small_value_payments,171.0520437
0x6c6f,Matthias Blamontb,38,16756.18_,1331.348333,9,6,22,2,"Credit-Builder Loan, and Payday Loan",50,12,10.66,13,Standard,1941.73,36.80754299,15 Years and 11 Months,Yes,27.44208911,79.08087444,Low_spent_Medium_value_payments,306.6118698
0x6c7a,Martinne Gellers,21,33337.84,2909.153333,9,9,24,7,"Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",44,21,29.64,13,Bad,3652.25,35.04049411,6 Years and 11 Months,NM,136.8099595,119.2259455,High_spent_Medium_value_payments,284.8794284
